query|response_before|response_after|reward_before|reward_after
First time...food was great...can't|"First time...food was great...can't speak so good...so glad they bring there...

I got the Pomoni with the Pork belly, it was fantastic"|First time...food was great...can't wait to go back.We are from Quincy and NY so we will definitely be back!  We were right at the end|0.9928427934646606|0.9928376078605652
this review will be|this review will be breaking the ground.We went for dinner on Saturday night with the family and didn't find ourselves in any hostels here.|this review will be devoted to the interior of the restaurant.Pentender was is from Brooklyn so I ventured to the lodge alone while seated myself|0.15856072306632996|0.11082981526851654
Back after a few|Back after a few misses making our lives easier.  The garlic on the cake is amazing (and a protein I have very little to no problem|Back after a few minutes went by, we decided to go on a plane because it's going to be kinda crowded. We tried the rolling roll|0.9867239594459534|0.026749631389975548
OK for a quick|OK for a quick bite in the morning. I had their bacon roll, Lemon chicken omelet, chef's apple coma, and several other|OK for a quick Taco, and their fries were so tasty. Fast, good, and inexpensive. They have their vendor vouchers for pick sides for|0.18951457738876343|0.9853066205978394
Had the sausage skillet|"Had the sausage skillet and the dish was perfect.   I will definitely be back. 
I absolutely love serving Mexican food and this place"|Had the sausage skillet sauce was delicious, and then the candied caramelized onions were simply magnificent; I always feel happy here with my pero|0.9928027987480164|0.9929789900779724
Service was very good,|Service was very good, and the owner was very great -- and actually so nice -- once you give the old school (team owner) two thumbs up|Service was very good, but mediocre since I felt plain and heavy shoes slamming. In fact, I could barely feel yelping.This card was|0.9925625920295715|0.05704925209283829
Awesome place. Great service,|Awesome place. Great service, great prices, and very friendly staff. I've eaten the Pacific roll, which was also very good. I do like their|Awesome place. Great service, and fun atmosphere.  Opening night did not disappoint. The staff is discreetly overseeing their experience. The food is delicious and|0.9926159381866455|0.9927532076835632
I found nothing wrong.|I found nothing wrong. I definitely do skimped on my next visit (and by the way I alluded to my part of the meal suggested by the|I found nothing wrong. The price is fairly low for what a coffee maker specializes in. Their competition is aiming to unionize a lot of the rest|0.42089563608169556|0.5413841605186462
Always busy, always a|Always busy, always a safe choice for beekeepers. Their menu is the best I know. It's a place the beekeepers are all about -|Always busy, always a good choice for us. I took my baby to Romania and crafted some terrible wine that wasn't a ten liter ale that|0.9799320101737976|0.24147337675094604
Some of the best|"Some of the best tacos ever! The Tinto tacos were very good and the chips and salsa were good!!!

And the meat was good"|Some of the best tacos I have ever had. The food is amazing. Eddie offered us our tip as a glass of blood raved about the|0.9924310445785522|0.9922065138816833
Overpriced, slow, and undercooked|"Overpriced, slow, and undercooked.

Felt like parking was a pain, and I had no idea it meant parking outendingly good...anything"|Overpriced, slow, and undercooked as hell along with fried chicken, etc....Those are the hooey goodness of the oven gravy.A piece off the|0.004694405477494001|0.026108799502253532
Fast service. Ordered extra|Fast service. Ordered extra chicken burrito to go. It is Pepperoni sauce in difade. I can't wait to get back and dig|Fast service. Ordered extra rice. Some items were ever ordering the rice...so yes... they were were more food of choice. They were plenty.|0.9839267134666443|0.2956468164920807
Picked up early morning|"Picked up early morning. 

Nightly tea is standard fare. Just not at all amazing.

Definitely recommend the holidays!"|Picked up early morning shopping, and a waiter walked in to check up on refill menus very quickly. After a second last minute delay I came out|0.008438127115368843|0.08417334407567978
Very nice atmosphere for|"Very nice atmosphere for a bad lunch.

The only downside is the wait while eating was less than 15 minutes (medium) and the place"|"Very nice atmosphere for my day, as a fan of deli does it :)

I arrived in a party of about ten people, all"|0.11383335292339325|0.9927769899368286
This place is awesome!!|This place is awesome!! Overall a great dining experience! I'll be back!This is my absolute favorite sushi bar in Austin.  There are many|"This place is awesome!! 

Ordered tea with rice, soup, and charge that extra amount for consistency for you. 

We"|0.9923525452613831|0.9909796714782715
Love the outdoor patio!|Love the outdoor patio!  The view tilting only can be spectacular but it's the environment this is colonial.What a lovely place!  I|Love the outdoor patio! The prices are very good, I really enjoyed stopping by for a bite and hearing the conversation between my roommate and my roommate.|0.9928668737411499|0.9928323030471802
Great environment for hanging|Great environment for hanging out, but the vibe here is nothing to write home about. Lots of moves on fingers to collaborate with, and snacks or|"Great environment for hanging out. The also, a very cool staff. 
Wait started shortly after we moved inside and settled right in! "|0.9436389803886414|0.9927494525909424
Belle ambiance, beau menu.|Belle ambiance, beau menu.   It's not too expensive and everything is made fresh, so I couldn't choose between Lasagna d'Elman|Belle ambiance, beau menu. Shelly charming and dirty everything.... Bursting through politely worded conversation of her friends who had kissed on the lips.|0.8992232084274292|0.32530906796455383
I grew up eating|I grew up eating and read them all. Please don't forget to give them a try!One of my favorite relatives owned & operated al fres|I grew up eating Chinese food, and I turned to Hong Kong tofu: Taiwanese. All I've ever known was Chang in the reclining waist|0.9628251194953918|0.15414871275424957
Lol I got like|Lol I got like a finger runny sauce, gin-flavored citrus citrus reduction on the side. It also featured a couple of old plays|"Lol I got like ""His"" and Bon existed in his life. But they asked for coca versions of the coffee.

Holy shit"|0.4647294580936432|0.6195297837257385
Pizza not as good|Pizza not as good as the Cafe Dustin.The fact I had a movie with my coworkers only places not affected my appetizer selection but the CO|Pizza not as good as Chachito.  Looking forward to getting more food I had but in a small taste bite, the sauce has gotten|0.0030359344091266394|0.0031165292020887136
Slightly lower than average|Slightly lower than average for any of my other mom's pho joints.  But I was running that portion down and looking up the menu.|"Slightly lower than average. This is a good experience and a real high standard.
B-High quality food and a great experience. Thought it"|0.039420854300260544|0.9894295334815979
Extremely loud. The smoked|Extremely loud. The smoked meat is probably the best I've ever had, and the meat itself isn't too fatty.My days in Vancouver have been|Extremely loud. The smoked apple juice honeymocolys is fantastic. Drinks are wonderful and included with the caramel pairing, they have a really nice|0.9912131428718567|0.9927928447723389
Great food. Great drinks.|Great food. Great drinks. Quality of food and good service along with a great atmosphere. Would highly recommend the Caesar Tenderloin.Perfect value in|Great food. Great drinks. Tastiest deal here in the whole area whether in the city or Boston.Definitely a give or take!It's|0.99244624376297|0.9923185110092163
It was okay. Nothing|It was okay. Nothing short of chilled out. The appetizer that came loaded on the salad that made my sandwich even better had ketchup and tomato|"It was okay. Nothing we didn't want to read -- we were trying the Britney Spears baud hair.

The lazy person next to"|0.943716824054718|0.20309403538703918
The ramen and the|The ramen and the roasted beef. The noodles were really good and the wonton soup was very good. The biscuits are delicious. They come with|The ramen and the chocolate jolly was good.  The flavor of the chipotle may have gotten me up high.  I've walked around|0.991810142993927|0.9797487854957581
Classrooms are dated...\nIs overflow|"Classrooms are dated...\nIs overflow mode but store owner was superb tick in this environment. 

Must compare!!!Holy to the match at hand - y"|"Classrooms are dated...\nIs overflowurban,‍I know, they know who's Japan!! Do not forget about those mugooms. 

"|0.8873289227485657|0.02359033189713955
Good pizza, I also|Good pizza, I also appreciate the onion cheesecake.I read reviews of this only because of the having new burritos in Chinatown.  I|Good pizza, I also had the wine negative thing to taste. But if you're craving hot bread, you should definitely start/finish your dining|0.989431619644165|0.4714977443218231
La Shis KaBOMB !\n\nCheap...fresh....excellent|"La Shis KaBOMB!\n\nCheap...fresh....excellent!  

A friend and I came in after our close dinner, 3 minutes later our server hesitated on opening another"|La Shis KaBOMB!\n\nCheap...fresh....excellent buttery goodness with raw oysters! Playing with Mac & Cheese....dough, but Comes back to make it more fun|0.9523040056228638|0.9890851378440857
Excellent service and the|Excellent service and the food was fabulous! Overall very good experience and worth a try!When more people come to a lot of crab and food/|Excellent service and the layout is very clean. I love figuring out how to serve a shocking creature and not actually eating with a huge kitchen section of|0.9927505254745483|0.9892855286598206
The wings were okay.|The wings were okay. The wings were quite light and I couldn't get enough of the sauce. Spicy, just sweet good. My grandma lost|The wings were okay. The placement and menu was particularly cool. They served me one of their Thai steaks, one simply one of the specialty ste|0.9887614846229553|0.9805335998535156
Good food and good|Good food and good service. Cheersg - if you're a fan of the type of food you order that that really makes for a great|Good food and good price. I am glad they changed the menu, she quickly came to us and showed us what I normally can eat. If|0.9926266074180603|0.9921697974205017
Poor man's version of|"Poor man's version of what the term ""Torture"" has.  But his attitude till I am good about it is BAD.  It"|Poor man's version of my wedding promises about the parlours.  I was spectacular and impressed.  He even added some extra fruit Alfredo|0.003011273918673396|0.7573896646499634
Nothing exciting. Tasteless guacamole.|Nothing exciting. Tasteless guacamole. I was super excited to try some Chicken Steak sandwiches (Super chicken eating them). Our server was nice and attentive too the|Nothing exciting. Tasteless guacamole. Bite of foie gras. Fairly priced. We had one of them a sandwich and a complaint. When I walked|0.34058886766433716|0.004418899305164814
I found the noodles|I found the noodles I'd ordered was gorgeously cooked and yum yum in jigaritha style, lamb karaage,|I found the noodles on Their Daddy Foods, W. ANA viva verde de que nos creme customeras quercos un char|0.9827795028686523|0.02166881039738655
Seen this show more|Seen this show more than made up for it. Lots more Kings in the mood for something less spicy, less filling.Never had a good Korean|Seen this show more than many other restaurants in Boston. The service is real, second the Thai food and herb, and somehow I can smell 11|0.0442073792219162|0.9708432555198669
Ugh Riiiiiiigby. I love|Ugh Riiiiiiigby. I love this places to have hangouts or for brunch, we actually stopped by here for lunch and had some great suggestions and was glad|Ugh Riiiiiiigby. I love love that one hot up in Portland.You're surprised that this place fails! Norah H at this place is one of|0.9931557774543762|0.8686227798461914
The manchego bruschetta was|The manchego bruschetta was absolutely delicious! the ravioli dessert was also excellent with ice cream and other combos (including Wilder Braised|The manchego bruschetta was so good! Cool place for a wedding party which they are hosting! Also, they have 2 birthdays done at the time|0.9921867847442627|0.9930104613304138
Always someone or something|"Always someone or something CAN say about this brewery, it seems like they're all quite knowledgeable about pretty much everything. 


For must try"|Always someone or something out there and transplant anywhere, okay? Well, I wasSo hard, I don't complain.  This is old,|0.5854119062423706|0.025003422051668167
Food was ok, Great|Food was ok, Great local parking options too. A few tables, a few couches, and chairs were ready a couple days later.  The|Food was ok, Great Tempura) but I've vowed to go back to try now and I prefer the drinks to get another freak of medium rare|0.9841320514678955|0.9547027349472046
not bad but not|not bad but not bad there is a special place, open only during black Friday.I will be back. Twice now! As a homey|not bad but not that the ordering fix. But hey, let's just save someone's life.... and way better than the best people in y|0.984682559967041|0.7946386933326721
i recommend dining here|i recommend dining here in the Chinatown.  The food here is solid.  But they are still a popular place for lunch.  Amanda Harrison|i recommend dining here. They even have bottled tastes and fancifications for liquor and wine lovers too. Lastly I have a pretty extensive list of|0.9572708010673523|0.8832263946533203
Small shop in a|Small shop in a lovely town. Talk in department, by the way. You can't want to sit your neck out on the buffet without going|Small shop in a slumberland themed building about open up gym participation, and I'm talking Jackie & Sweetiko and Brownie Johnson. Jackie|0.9605439305305481|0.1501699537038803
nice place to get|"nice place to get some sweet tea while  riding the bike  When the last time I was out here I got a ""hipsters carbon d"|"nice place to get a good Indian veggie burger!
I came in for bed lunch so I grabbed instant noodles. I had a cup of"|0.8884900808334351|0.976441502571106
Meat has decreased in|Meat has decreased in priority but I will now refocus on my work, and I am not completely spoiled.By far the best place for brunch|"Meat has decreased in the last few years, but I'm almost certain it doesn't do that here in Boston.

I can have no"|0.9566019773483276|0.004672196693718433
For french food, it|For french food, it was perfect!! The chicken and the lamb were cooked to order with a quick bite of the jalapeños dressing and|"For french food, it was great! I actually had to do the restaurant work. I could already do my eyes but it's fine. 
"|0.9923272728919983|0.9903867840766907
Great sandwiches. My kids|Great sandwiches. My kids always give it a try. Cocktails are always fun as well. The coffee is fantastic. And yet most of the sandwiches|Great sandwiches. My kids also love it! I also love that the leaf/fried sandwiches are deli-like/swept-in. Surprisingly|0.9930827617645264|0.9929312467575073
Good food, great service,|Good food, great service, wonderful environment. If you need a patio, please call ahead to Groupon(9811200) to get in the area|Good food, great service, delicious location.The fantastic Nutella! Easily one of my favorite bars. The famous chaletelis, another|0.992337167263031|0.9928927421569824
This yummy veggie burger|This yummy veggie burger. Next up is the beef patties. I usually get them with a order of therea for 2 people. Today|This yummy veggie burger! It was delicious and not the size. For an appetizer, the GM's offer several tasty vegetzes filled with|0.9840379953384399|0.9922029972076416
Hits the spot. Four|"Hits the spot. Four out of five stars - So American Mediterranean.

""As the restaurant matures with many awesome chefs, you have to"|Hits the spot. Four bleachers with a headliner of tartare from a Crocodile. We kept getting golden black atheros and oranges|0.9910061955451965|0.09434864670038223
Awesome, authentic Mexican cuisine.|Awesome, authentic Mexican cuisine. This place is definitely a hidden gem in Atlanta.Visited Jurgen in March in Austin, Texas while visiting the Liberty|Awesome, authentic Mexican cuisine.  The egg plant was extremely tender. And it was tasty.  Had the veggie Rancho, which was up front|0.9925140738487244|0.9915032386779785
Love this place. Just|"Love this place. Just goes to describe it, ""Dive in Sushi at Pasao Falang"".  The Falang is to die for"|"Love this place. Just words no words, SignatureSmoke is flamered just to capture it.

Bistro may be my favorite"|0.9925267696380615|0.9929357171058655
Just OK. Better options|Just OK. Better options for kids. I think other Chinese places have better than the in Kitsilano they do in Porceague. But I|Just OK. Better options than our Disney cupcakes. YUM. And everything was perfect. Good quality & the chain restaurants like Shrimps.|0.8408778309822083|0.9918272495269775
Rooms were very old|"Rooms were very old.  But they have a sheaping bit of food and the chickpeas were pretty tasty.

Overall, taco"|Rooms were very old then very tasty  Fresh With of their usual flavours.  Use of their Cold Droed Caramel Sauce and this Keeping Things|0.9588979482650757|0.743395984172821
Food is really good|Food is really good because you get to meet many people, and the well-organized service is always friendly. But we also enjoyed Acacia chips|"Food is really good!

I SWEET AND HOOKED,

(Surprisingly, crab roll was the contribu"|0.9927573204040527|0.9928170442581177
this place is super|this place is super cute and small!! At one point when you can walk into this place started to stop in. The food was so good it|this place is super cool and we were all gum Americans from LA so we just got in the bunch of places and decided to go and retrieve|0.9928880333900452|0.98232102394104
Rubio's is on the|Rubio's is on the cusp of awesome. Their milk pancakes are just right and every yummy. I love how plain the chocolate topping is.|Rubio's is on the kouwa's menu, often used since its opening. We started in the same bizzeria, on the patio,|0.9927613735198975|0.294938325881958
Nice if they have|"Nice if they have a little bit more produce on the tables.

The service on the menu is low key. The flavors on the menu"|"Nice if they have great name(I guess) right now so yes I'm going to look for something authentic. 

I'm not"|0.8816155195236206|0.658804714679718
Great little place just|Great little place just sit down and don the steak my company ordered my steak. It's sort of tempting to sit down in a private dining room|Great little place just towed a line long into the area, luckily, never came in. There really isn't a pastor in the area. And|0.9888389110565186|0.07606102526187897
Nothing like an Iced|"Nothing like an Iced plant if necessary.
I could only finish my almond roll before the bagels were delivered but this one doesn't disappoint."|Nothing like an Iced Cow.....  lol, every last thing I tried was one of far better n goodies.  The lasagna was the worst|0.9839941263198853|0.41611406207084656
I love this place!!!|I love this place!!! Even though I live 2 doors down I had the honey bee pie and my once awesome $5 lunch at it's gem!!!|"I love this place!!! We started this rib ribeye with Knot cake & tried nutella.  It was more than ""not to warm, not"|0.9929707646369934|0.9926544427871704
Heaven for vegan .|Heaven for vegan. Mystery Meals. And kid to top it off.I'm not a big diner type but I found the style of Chinese|Heaven for vegan. how can I not say Hygi don!!! HUGE  Dairy free???? loooooork's pizza...Uhhh|0.9876403212547302|0.9896931052207947
Average location. My order|Average location. My order arrived quickly, about 5 minutes before the landlord would blow customers away. I talked to her about discounts on the pizza ordered at|"Average location. My order was messed up and was still absolutely over cooked.  I actually wanted to eat the all overJapan just once.

"|0.24240809679031372|0.0027065451722592115
Poker machine gambling hole.|Poker machine gambling hole. We both wanted to try it but had cash only and it was corporate. Ken's started up restaurants like Millfield's next|Poker machine gambling hole. amazing. Grill isn't the pulled pork side but muffin spot which has it.. Jennifer Meyer is the dishstress. She|0.05428721383213997|0.9524546265602112
It was ok. Kinda|It was ok. Kinda Tex-Mex while the food was good but for what it stood the drinks at Spirit here the less approachable ones. |It was ok. Kinda awesome Ben's open to eat service, but seemed like they needed a quick, quick appetizer. A couple sugars to my|0.12587350606918335|0.9508475065231323
Request a room in|Request a room in one and it was lovely. The place is quite small and the food is fantastic. I would definitely go back there with friends|Request a room in front of the Capitol while I waited.  First, it seemed as if we had eaten here. We supposed to sit and|0.9929320812225342|0.01848735101521015
Just ok nothing special.|Just ok nothing special. All my friends recommended the potatoes being great. I also ordered the mussels and grits. We also had the duck k|"Just ok nothing special. If you've tried a lot and know something like that, you'll be pretty happy.

Like the weird business statement"|0.8438814878463745|0.5247120261192322
Only korean place we'll|Only korean place we'll be back!Went for dinner one day as we were leaving after the Koryamu! Very nice and friendly service|Only korean place we'll be frequenting Serenity location in Austin and will definitely be devoursing a local staple...thank you my fellow k|0.9901810884475708|0.7699617743492126
I love the vibes|I love the vibes and the food.  The music is very good so listen past the stressful times, just walk around wanting to be back for|"I love the vibes of edibles on the day, and that is.

The Rock? would be Rome's first, and would be"|0.9924700260162354|0.9929617047309875
It's a Taco Bell|It's a Taco Bell that was already hard to find here. Eat in was full in front of customers. We were the first customers here and who|It's a Taco Bell,Food Miserably (dark blue salad that is white food) was super delish. (Except, crust is a|0.30390122532844543|0.862106442451477
Waaaaaaay too much smoke|Waaaaaaay too much smoke? Then I find myself wanting pizza, Taco Taro's (who are we??) and I'm Apparently Pastas and|Waaaaaaay too much smoke bad.  Indeed, I got there to see a wide window more often.  Although it's packed by the window they|0.1125779077410698|0.002544441958889365
Best theatre in Pittsburgh....just|Best theatre in Pittsburgh....just right. Everyone knows the name of this place.  Also you know what Fanny Grille really is.  The decor|Best theatre in Pittsburgh....just-in-the-hood. They have a photo booth over the counter while you're eating and enjoying the eating all throughout|0.9926929473876953|0.9906909465789795
My fav all time|My fav all time Chocolate. It's the type of cafe you'll find at opening events. There's so much hope for a new Brumm|My fav all time drunk start-  $Blood Dairy Plus free martini!  The trio of martinis offers the best of both worlds --|0.9915259480476379|0.9919513463973999
Not sure if it|Not sure if it is, but it is nice to have a fab brunch option at home.Give me that. Frescé and pretzel|Not sure if it living in the area but it's definitely a bump in the bucket. But on the contrary? an Ivy's particular way.|0.9857128858566284|0.026082122698426247
1st time here.. interesting|"1st time here.. interesting to find a place to eat at. Their pastries are WAY better than Gaggs. 

I had a"|"1st time here.. interesting yet valuable trade-offs between what they serve and what overall price.

We had the Black Sun: = Dex,"|0.9887000918388367|0.5425060391426086
We had the lunch|We had the lunch special and and it was great as well. I can't wait to try other offerings. Have a GREAT time!For some|We had the lunch break come early but the food was full of wings. After breakfast we ordered the teriyaki ariyaki, shrimp,|0.9926838278770447|0.19946548342704773
This place was not|This place was not overwhelmingly my first time here, it was an experience I still understand that the food is fast and the atmosphere is welcoming. My|"This place was not much highlighted, but the ambiance would be very laid back. 
Second spot, but the food, good vibe to"|0.9877239465713501|0.9722589254379272
Dated, but nice. Good|"Dated, but nice. Good reasonably priced steak and sandwiches with no fancy restaurants. 

My wife, had the melt in your mouth fries and she"|Dated, but nice. Good for getting a nice drink, but heavy. but without the use of benches. I'll be back before and after dinner.|0.9748848080635071|0.9738872647285461
The food was delicious.|The food was delicious.  The vegetables were delicious and kept me from thinking the taste hit me harder than I could chew on them.  Everyone in|"The food was delicious.  Chicken kept burning on me while I ate and things that I could barely call home. 

The service was great"|0.9895750880241394|0.9841235280036926
So I'm here every|So I'm here every single time I send a customer. The fact that they let my personal order happen always and afford them more is testament to how|So I'm here every day. Or looooootleadas(Omg??? chargbanarino!), even though there's harm in that you|0.485481858253479|0.055328138172626495
Small local restaurant, but|Small local restaurant, but I've eaten here a lifetime. I loved each one of their ingredients, the scallop gazpacho foie|Small local restaurant, but everything is above market level. I went during the happy hour for the pancake bowl and it was perfect. My stomach is|0.9926816821098328|0.9915550351142883
Its a cool place|Its a cool place. Perfect for lunch and want to go see the Juice Moo! I'd definitly call a hemp crackerade|"Its a cool place that has created high tops for its service, particularly when it's the closest and most world class restaurants.

In a"|0.9925939440727234|0.9881935715675354
Great feel, good food|Great feel, good food so be mindful if going to a white rapper like l I know what to trust.I can say to everyone and I have|Great feel, good food well managed, and well executed. For those who charge for spent into the process of entre filling the grills,|0.9857994318008423|0.9856387972831726
As far as subs|As far as subsusio is concerned it's a strong salad bar. I ordered the cole slaw fries topped with a few other combos|As far as subs is concerned, I can point to fellow London fans of European Fish juicy. I don't mind the accompanying accompaniments. Overall|0.7800461053848267|0.4378897547721863
I'll keep it short,|I'll keep it short, for the i s paid per area so food was just right. Service was decent and they had very convenient tables for your reservation|I'll keep it short, since we were in a branch craigslist, that spiders would spreadbrunch. There's no word on the file sharing mechanism|0.958004891872406|0.010735984891653061
Family-Friendly. Affordable prices. Lots|Family-Friendly. Affordable prices. Lots of Korean noodle dishes and if you eat here, it's very pleasant. Never had vegetarian food on BOARD, so|Family-Friendly. Affordable prices. Lots of pictures of the owner happy and trying to stay classy. Need every toppings. Eatin' there singing that breakfast in|0.9859403371810913|0.9370789527893066
Love this casino resort|Love this casino resort for the nearest laundromat. We've always had great service. The food is wonderful and delish! The Brick &|Love this casino resort (with a sign on the lot facing the street)Went outside Columbus for dive bars and dives. Everything was beautiful!|0.992932915687561|0.9929777979850769
Fun sushi spot I|"Fun sushi spot I go for lunch (while watching the ""normal"" guy was working in a downtown parking lot) and I can already get my"|Fun sushi spot I've been a couple of years and looks like someone's favorite....especially since how we live almost here. It's actually a|0.981297492980957|0.9924966096878052
Love the whole subway|"Love the whole subway is a stylish place. ACms nice overall at 9pm/$5.00plus:   
The freshest"|Love the whole subway!Delicious, smokey, and fresh n toppings. Dishes them both! Two of the best! Be warned|0.9929113984107971|0.9927892088890076
Look. It's nothing more|Look. It's nothing more than a classic classic meal.  Order and estimate and advise some friends the way I like them.By far one of the|Look. It's nothing more than a genuine food cart.They have all been very close to you. Some of the most popular restaurants in the town are|0.4782412350177765|0.5556594729423523
The combos aren't combos|The combos aren't combos with the feta steak, also. If anything, they have something really funky and kick ass fillers out. Go if|The combos aren't combos aimed at as many potable plates and as varied as you could imagine. However, if you sound like an absolute fan of|0.6358656287193298|0.0758921280503273
The food is just|The food is just ok and you'll have a great time! Get there and bet they'll get you some oyster while you wait. |The food is just get ready to go now. I truly want to come to this place but I have been since 1976. My first food was|0.9907185435295105|0.6096362471580505
Hit or miss. Food's|Hit or miss. Food's take out n up areas. Recommended for vegetarians. Casual place to slice the chowder item and share for dessert as well|Hit or miss. Food's consistent low-quality. Recommend similar menu items to other places. Surfer quality, even for a $2 price list.|0.6047840714454651|0.06856381893157959
Food was mediocre and|"Food was mediocre and it didn't really max out.

I plan to go back next time I'm in town for lunch or dinner."|Food was mediocre and the service was slow.It's not hard to find a really good restaurant in Richmond.  This place took me weeks to|0.0035313202533870935|0.00295061687938869
Really fresh fish. Salmon|Really fresh fish. Salmon and crab shells are served hot, which is appreciated by most reviewers of sushi restaurants. Tuna grilled eggs, spring rolls,|"Really fresh fish. Salmon, salmon, even the price was just very unfortunate, but it wasn't quite the same thing. 

The wait"|0.9766149520874023|0.005169666837900877
Up-scale environment and wonderful|"Up-scale environment and wonderful atmosphere.

Gotta stop by to check both Paterson Street and Mount Vernon Market for the rocks!Great place for"|"Up-scale environment and wonderful $15-20 promotions? 

Very influenced by odd diner buzz provisions. 
POINT PENANCE:"|0.9930074214935303|0.8342368006706238
Great selection and friendly|Great selection and friendly.I've been coming here since moving to Austin and decided to get the BLT then we wanted to try it. It|Great selection and friendly service Przy pedant Gyo's Berry Black tea was the best I've ever had. I'm a drinker myself|0.9902451038360596|0.992466151714325
felt like it was|felt like it was discovered before those first years. In Columbus they would have failed to do that, but I will definitely come back.Easp|felt like it was a very nice by the time I came back. It's within walking distance of a movie theater building. I was pleasantly surprised|0.5987499356269836|0.9884001016616821
Disappointed. Nothing stood out.|Disappointed. Nothing stood out. Combining great service, fresh food, and best food! I had the Ramen and beef ramen and so good!|Disappointed. Nothing stood out. Gone. Even after it is gone. Northern Star. Ever. Ever. So pissed off. So sad. This Nest Manor|0.18902046978473663|0.004424825310707092
Decent breakfast and service.|Decent breakfast and service.  The place is private.  Our waitress was delightful.  We also have the 'Colman Burger' and Lunch After|Decent breakfast and service.  We attended the Baget Brisket Dinner and it was one of the most amazing vegetarian meals to consume in Belgium.|0.9888128638267517|0.9921492338180542
Had the Orange chicken|Had the Orange chicken which was perfectly cooked and moist. My husband is new to Beijing and found his own Gnocchi but enjoys the store noodles|"Had the Orange chicken & savory, but the coleslaw was in it. 

I ordered 2 rolls of parfait."|0.9288476705551147|0.035191524773836136
The oatmeal was good.|The oatmeal was good. I enjoyed it in a mixed carafe, which made sense, as the egg was seasoned and fluffy and so well done.|The oatmeal was good. I find that the baked goods and ~70 other things I whimpered about, but my favorite oatmeal was a peanut chip|0.9918622970581055|0.9719458222389221
We eat here almost|"We eat here almost every day and never realized there would be a downside to the meal.
When I first started seeing this place on FreshTV"|We eat here almost every week. Every day, I order a grilled chicken. But every weekend, it's generally not home made Prawns|0.13699202239513397|0.029112964868545532
excellent but expensive pizza.|excellent but expensive pizza. Kudos to HGF Ramen! I want to visit again next time I'm in Portland.What a great place.|excellent but expensive pizza. Nothing too helluited. Any pizza I ordered is simply crap, unless you are a pizza person, that is a B|0.9927105903625488|0.009900079108774662
Service is a bit|Service is a bit of a hangout for a week, but the food is well made, and the atmosphere is kind of prime for a romantic|"Service is a bit over powering improve.

The house knifenut wasn't a fan of something as it is the same knife that was carefully"|0.9844868779182434|0.0026912717148661613
Food is alright, not|Food is alright, not much. I go since it's only a few blocks from Strong Creek. It's slimy, though, and the fruit|Food is alright, not everything was perfect. Even the passion nerd/loo student was quite old holding out jury fees she must the music for her|0.3248853385448456|0.04072726145386696
Stopped if for supplies|Stopped if for supplies couldn't be found.  Only mishap could be because the bun never came out - I called on them to tell me|Stopped if for supplies week long. The waitstaff is appreciated, and I often get the wrong nigiri for something cheaper. This is how I|0.0030394932255148888|0.0376996211707592
The music sucks! Dj|"The music sucks! Djances toulouse appetizer.

Biggest thing about Bouffette is that it looks like Yell. As"|"The music sucks! Djaw Parking is a nightmare at best for the venue.

North and Colonial Street? If I lived in or part of"|0.0037295701913535595|0.0035207250621169806
Most people seem to|Most people seem to dislike Kumamoto, but I'm all for avocado and it's a good compliment to the convenience I get from this place.|"Most people seem to enjoy the space for a party, but K&L was perfect in they all. 

I did try K&"|0.9558278322219849|0.9873813390731812
I avoid this mall.|I avoid this mall. They have such good food at great prices, they serve hot pot fast and crispy cigars, so definitely take a peek why it|"I avoid this mall.

I lived in a Boston corporate building for four years, but later I retired and started making my happy travels. No"|0.6193726062774658|0.11105680465698242
The food isn't to|"The food isn't to bad, but it's worth the wait. 

Will be checking out the old restaurant soon.I'm going to"|"The food isn't to be underestimated. 

If I'm not a vegetarian, I realize it's all but impossible to not like it."|0.9814496040344238|0.8534526824951172
Whisky selection is limited.|"Whisky selection is limited.

I tried their trio cocktails at discounted prices and although we still can't remember if it was Nickelodeon, i"|"Whisky selection is limited. We have been being caught on 2 other days of eating at Tap Dining, and are literally starving.

Mango"|0.17432674765586853|0.004007199313491583
College bar staple with|College bar staple with music pouring throughout the day.This is my companion restaurant and we are not live athletes but we enjoyed every thursday through the|College bar staple with the large skyline lights. It seems to be the fountain. The only reason for less attention. The soaked soul offered balloons hadn|0.9866951704025269|0.09194376319646835
If you are a|If you are a ramen connoisseur and want fresh, light, mouth watering really you will find this place will entertain you with the|If you are a gay man, intentionally don't understand this can be a good thing.  I am not a full person and I know...|0.9838338494300842|0.003167926799505949
Wow, busy place! Lots|Wow, busy place! Lots of go over there. A little over range for vegetarian options, but add that I love the vegan options here. Their brunch|Wow, busy place! Lots of options.  I've had leave deserts, but once I was a regular fabric doll I didn't judge me by my|0.99172443151474|0.9396494030952454
Average customer service, average|Average customer service, average pricing, but I would definitely recommend this one. I never get promotion like that. I even had one Chinese chef I had|Average customer service, average! 5 star overall! Sushi is delicious and fresh, fresh and the restaurants value it out. It's clean, pleasant|0.9030833840370178|0.9893442988395691
i have only tried|i have only tried the salad to be ok week long, but now I wish I could focus on the sauce. I like the salad pretty much|i have only tried their haus here. The system is all setup for lol. Korean food is, I don't need Korean anymore...but|0.2948291301727295|0.1637437343597412
